meta,subject_id,topics_id,question_tags,slug,question_type,question,question_file,question_file_is_url,total_answers,answers,total_correct_answers,correct_answers,marks,time_to_spend,difficulty_level,hint,explanation,explanation_file,status,created_at,updated_at,question_l2,explanation_l2,correct_answers_value
{topic_id:1520|topic:Clock|section:-|page:3|question:11. },1001,1520,Clock,1001T1P2CQRFN61520,radio,"<div>How many times are the hands of a clock at right angle in a day?
</div>",,0,4,"[{""option_value"": ""22"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""24"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""44"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""48"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,3,5,60,easy,,"In 12 hours, they are at right angles 22 times.<br>
∴ In 24 hours, they are at right angles 44 times.",NULL,1,,,"<div>How many times are the hands of a clock at right angle in a day?
</div>","In 12 hours, they are at right angles 22 times.<br>
∴ In 24 hours, they are at right angles 44 times.",44
{topic_id:1520|topic:Clock|section:-|page:3|question:12. },1001,1520,Clock,1001IBFJIRUI351520,radio,"<div>The angle between the minute hand and the hour hand of a clock when the time is 8.30, is:
</div>",,0,4,"[{""option_value"": ""80°"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""75°"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""60°"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""105°"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,2,5,60,easy,,"<br> <img src=""/images/solution-image/arithmetic-ability/clock/1497531078-the-angle-between-the-minute-hand-and-the-hour-hand-of-a-clock-when-the-time-is-830-is-18477.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",NULL,1,,,"<div>The angle between the minute hand and the hour hand of a clock when the time is 8.30, is:
</div>","<br> <img src=""/images/solution-image/arithmetic-ability/clock/1497531078-the-angle-between-the-minute-hand-and-the-hour-hand-of-a-clock-when-the-time-is-830-is-18477.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",75°
{topic_id:1520|topic:Clock|section:-|page:3|question:13. },1001,1520,Clock,1001SGHDQ3KCGO1520,radio,"<div>How many times in a day, are the hands of a clock in straight line but opposite in direction?
</div>",,0,4,"[{""option_value"": ""20"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""22"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""24"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""48"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,2,5,60,easy,,"The hands of a clock point in opposite directions (in the same straight line) 11 times in every 12 hours. (Because between 5 and 7 they point in opposite directions at 6 o'clcok only).<br>
So, in a day, the hands point in the opposite directions 22 times.",NULL,1,,,"<div>How many times in a day, are the hands of a clock in straight line but opposite in direction?
</div>","The hands of a clock point in opposite directions (in the same straight line) 11 times in every 12 hours. (Because between 5 and 7 they point in opposite directions at 6 o'clcok only).<br>
So, in a day, the hands point in the opposite directions 22 times.",22
{topic_id:1520|topic:Clock|section:-|page:3|question:14. },1001,1520,Clock,100170OBUHD7N51520,radio,"<div>At what time between 4 and 5 o'clock will the hands of a watch point in opposite directions?
</div>",,0,4,"[{""option_value"": ""45 min. past 4"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""40 min. past 4"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""50 <sup>4</sup>/<sub>11</sub> min. past 4"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""54<sup>6</sup>/<sub>11</sub> min. past 4"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,4,5,60,easy,,"At 4 o'clock, the hands of the watch are 20 min. spaces apart.<br>
To be in opposite directions, they must be 30 min. spaces apart.<br>
∴ Minute hand will have to gain 50 min. spaces.<br>
55 min. spaces are gained in 60 min.<br>
50 min. spaces are gained in<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497531415-at-what-time-between-4-and-5-oclock-will-the-hands-of-a-watch-point-in-opposite-directions-18479.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image""><br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497531457-at-what-time-between-4-and-5-oclock-will-the-hands-of-a-watch-point-in-opposite-directions-2-18479.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",NULL,1,,,"<div>At what time between 4 and 5 o'clock will the hands of a watch point in opposite directions?
</div>","At 4 o'clock, the hands of the watch are 20 min. spaces apart.<br>
To be in opposite directions, they must be 30 min. spaces apart.<br>
∴ Minute hand will have to gain 50 min. spaces.<br>
55 min. spaces are gained in 60 min.<br>
50 min. spaces are gained in<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497531415-at-what-time-between-4-and-5-oclock-will-the-hands-of-a-watch-point-in-opposite-directions-18479.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image""><br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497531457-at-what-time-between-4-and-5-oclock-will-the-hands-of-a-watch-point-in-opposite-directions-2-18479.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",54<sup>6</sup>/<sub>11</sub> min. past 4
{topic_id:1520|topic:Clock|section:-|page:3|question:15. },1001,1520,Clock,1001I30D0IK6BK1520,radio,"<div>At what time between 9 and 10 o'clock will the hands of a watch be together?
</div>",,0,4,"[{""option_value"": ""45 min. past 9"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""50 min. past 9"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""49 <sup>1</sup>/<sub>11</sub> min. past 9"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""48 <sup>2</sup>/<sub>11</sub> min. past 9"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,3,5,60,easy,,"To be together between 9 and 10 o'clock, the minute hand has to gain 45 min. spaces.<br>
55 min. spaces gained in 60 min.<br>
45 min. spaces are gained in<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497531594-at-what-time-between-9-and-10-oclock-will-the-hands-of-a-watch-be-together-18480.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image""><br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497531643-at-what-time-between-9-and-10-oclock-will-the-hands-of-a-watch-be-together-2-18480.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",NULL,1,,,"<div>At what time between 9 and 10 o'clock will the hands of a watch be together?
</div>","To be together between 9 and 10 o'clock, the minute hand has to gain 45 min. spaces.<br>
55 min. spaces gained in 60 min.<br>
45 min. spaces are gained in<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497531594-at-what-time-between-9-and-10-oclock-will-the-hands-of-a-watch-be-together-18480.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image""><br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497531643-at-what-time-between-9-and-10-oclock-will-the-hands-of-a-watch-be-together-2-18480.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",49 <sup>1</sup>/<sub>11</sub> min. past 9
{topic_id:1520|topic:Clock|section:-|page:4|question:16. },1001,1520,Clock,1001LZS04AKHD71520,radio,"<div>At what time, in minutes, between 3 o'clock and 4 o'clock, both the needles will coincide each other?
</div>",,0,4,"[{""option_value"": ""5 <sup>1""</sup>/<sub>11</sub>"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""12 <sup>4""</sup>/<sub>11</sub>"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""13 <sup>4""</sup>/<sub>11</sub>"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""16 <sup>4""</sup>/<sub>11</sub>"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,4,5,60,easy,,"At 3 o'clock, the minute hand is 15 min. spaces apart from the hour hand.<br>
To be coincident, it must gain 15 min. spaces.<br>
55 min. are gained in 60 min.<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497531837-at-what-time-in-minutes-between-3-oclock-and-4-oclock-both-the-needles-will-coincide-each-other-18481.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",NULL,1,,,"<div>At what time, in minutes, between 3 o'clock and 4 o'clock, both the needles will coincide each other?
</div>","At 3 o'clock, the minute hand is 15 min. spaces apart from the hour hand.<br>
To be coincident, it must gain 15 min. spaces.<br>
55 min. are gained in 60 min.<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497531837-at-what-time-in-minutes-between-3-oclock-and-4-oclock-both-the-needles-will-coincide-each-other-18481.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">","16 <sup>4""</sup>/<sub>11</sub>"
{topic_id:1520|topic:Clock|section:-|page:4|question:17. },1001,1520,Clock,1001PTI5BU52551520,radio,"<div>How many times do the hands of a clock coincide in a day?
</div>",,0,4,"[{""option_value"": ""20"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""21"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""22"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""24"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,3,5,60,easy,,"The hands of a clock coincide 11 times in every 12 hours (Since between 11 and 1, they coincide only once, <em>i.e.,</em> at 12 o'clock).<br>

<strong>AM</strong>
12:00<br>
1:05<br> 
2:11<br> 
3:16<br> 
4:22<br> 
5:27<br> 
6:33<br> 
7:38<br> 
8:44<br> 
9:49<br> 
10:55<br><br>

<strong>PM</strong><br>
12:00<br> 
1:05<br> 
2:11<br> 
3:16<br> 
4:22<br> 
5:27<br> 
6:33<br> 
7:38<br> 
8:44<br> 
9:49<br> 
10:55<br>
The hands overlap about every 65 minutes, not every 60 minutes. <br>
∴ The hands coincide 22 times in a day.",NULL,1,,,"<div>How many times do the hands of a clock coincide in a day?
</div>","The hands of a clock coincide 11 times in every 12 hours (Since between 11 and 1, they coincide only once, <em>i.e.,</em> at 12 o'clock).<br>

<strong>AM</strong>
12:00<br>
1:05<br> 
2:11<br> 
3:16<br> 
4:22<br> 
5:27<br> 
6:33<br> 
7:38<br> 
8:44<br> 
9:49<br> 
10:55<br><br>

<strong>PM</strong><br>
12:00<br> 
1:05<br> 
2:11<br> 
3:16<br> 
4:22<br> 
5:27<br> 
6:33<br> 
7:38<br> 
8:44<br> 
9:49<br> 
10:55<br>
The hands overlap about every 65 minutes, not every 60 minutes. <br>
∴ The hands coincide 22 times in a day.",22
{topic_id:1520|topic:Clock|section:-|page:4|question:18. },1001,1520,Clock,1001GUN51E44FD1520,radio,"<div>How many times in a day, the hands of a clock are straight?
</div>",,0,4,"[{""option_value"": ""22"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""24"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""44"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""48"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,3,5,60,easy,,"In 12 hours, the hands coincide or are in opposite direction 22 times.<br>
∴ In 24 hours, the hands coincide or are in opposite direction 44 times a day.",NULL,1,,,"<div>How many times in a day, the hands of a clock are straight?
</div>","In 12 hours, the hands coincide or are in opposite direction 22 times.<br>
∴ In 24 hours, the hands coincide or are in opposite direction 44 times a day.",44
{topic_id:1520|topic:Clock|section:-|page:4|question:19. },1001,1520,Clock,10019PSJCIAGG21520,radio,"<div>A watch which gains uniformly is 2 minutes low at noon on Monday and is 4 min. 48 sec fast at 2 p.m. on the following Monday. When was it correct?
</div>",,0,4,"[{""option_value"": ""2 p.m. on Tuesday"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""2 p.m. on Wednesday"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""3 p.m. on Thursday"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""1 p.m. on Friday"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,2,5,60,easy,,"Time from 12 p.m. on Monday to 2 p.m. on the following Monday = 7 days 2 hours = 170 hours.<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497532243-a-watch-which-gains-uniformly-is-2-minutes-low-at-noon-on-monday-and-is-4-min-48-sec-fast-at-2-pm-on-the-following-monday-when-was-it-18484.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image""><br>
∴ Watch is correct 2 days 2 hrs. after 12 p.m. on Monday <em>i.e.</em>, it will be correct at 2 p.m. on Wednesday.",NULL,1,,,"<div>A watch which gains uniformly is 2 minutes low at noon on Monday and is 4 min. 48 sec fast at 2 p.m. on the following Monday. When was it correct?
</div>","Time from 12 p.m. on Monday to 2 p.m. on the following Monday = 7 days 2 hours = 170 hours.<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497532243-a-watch-which-gains-uniformly-is-2-minutes-low-at-noon-on-monday-and-is-4-min-48-sec-fast-at-2-pm-on-the-following-monday-when-was-it-18484.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image""><br>
∴ Watch is correct 2 days 2 hrs. after 12 p.m. on Monday <em>i.e.</em>, it will be correct at 2 p.m. on Wednesday.",2 p.m. on Wednesday
meta,subject_id,topics_id,question_tags,slug,question_type,question,question_file,question_file_is_url,total_answers,answers,total_correct_answers,correct_answers,marks,time_to_spend,difficulty_level,hint,explanation,explanation_file,status,created_at,updated_at,question_l2,explanation_l2,correct_answers_value
{topic_id:1520|topic:Clock|section:-|page:1|question:1. },1001,1520,Clock,10012BUPRPZ7E11520,radio,"<div>An accurate clock shows 8 o'clock in the morning. Through how may degrees will the hour hand rotate when the clock shows 2 o'clock in the afternoon? 
</div>",,0,4,"[{""option_value"": ""144º"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""150º"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""168º"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""180º"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,4,5,60,easy,,"Angle traced by the hour hand in 6 hours = <br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497517774-an-accurate-clock-shows-8-oclock-in-the-morning-through-how-may-degrees-will-the-hour-hand-rotate-when-the-clock-shows-2-oclock-in-the-afternoon-18466.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",NULL,1,,,"<div>An accurate clock shows 8 o'clock in the morning. Through how may degrees will the hour hand rotate when the clock shows 2 o'clock in the afternoon? 
</div>","Angle traced by the hour hand in 6 hours = <br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497517774-an-accurate-clock-shows-8-oclock-in-the-morning-through-how-may-degrees-will-the-hour-hand-rotate-when-the-clock-shows-2-oclock-in-the-afternoon-18466.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",180º
{topic_id:1520|topic:Clock|section:-|page:1|question:2. },1001,1520,Clock,100140XCT6K9NP1520,radio,"<div>The reflex angle between the hands of a clock at 10.25 is:
</div>",,0,4,"[{""option_value"": ""180º"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""192<sup>1º</sup>/<sub>2</sub>"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""195º"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""197<sup>1º</sup>/<sub>2</sub>"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,4,5,60,easy,,"<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497517988-the-reflex-angle-between-the-hands-of-a-clock-at-1025-is-18467.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",NULL,1,,,"<div>The reflex angle between the hands of a clock at 10.25 is:
</div>","<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497517988-the-reflex-angle-between-the-hands-of-a-clock-at-1025-is-18467.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",197<sup>1º</sup>/<sub>2</sub>
{topic_id:1520|topic:Clock|section:-|page:1|question:3. },1001,1520,Clock,1001H8OPBMFRK41520,radio,"<div>A clock is started at noon. By 10 minutes past 5, the hour hand has turned through:
</div>",,0,4,"[{""option_value"": ""145º"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""150º"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""155º"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""160º"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,3,5,60,easy,,"Angle traced by hour hand in 12 hrs = 360º.<br>
Angle traced by hour hand in 5 hrs 10 min. <em>i.e.</em>,<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497526535-a-clock-is-started-at-noon-by-10-minutes-past-5-the-hour-hand-has-turned-through-18468.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",NULL,1,,,"<div>A clock is started at noon. By 10 minutes past 5, the hour hand has turned through:
</div>","Angle traced by hour hand in 12 hrs = 360º.<br>
Angle traced by hour hand in 5 hrs 10 min. <em>i.e.</em>,<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497526535-a-clock-is-started-at-noon-by-10-minutes-past-5-the-hour-hand-has-turned-through-18468.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",155º
{topic_id:1520|topic:Clock|section:-|page:1|question:4. },1001,1520,Clock,1001DG3DAKBGH01520,radio,"<div>A watch which gains 5 seconds in 3 minutes was set right at 7 a.m. In the afternoon of the same day, when the watch indicated quarter past 4 o'clock, the true time is:
</div>",,0,4,"[{""option_value"": ""59 <sup>7</sup>/<sub>12</sub> min. past 3"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""4 p.m."", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""58 <sup>7</sup>/<sub>11</sub> min. past 3"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""2<sup>3</sup>/<sub>11</sub> min. past 4"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,2,5,60,easy,,"<br> <img src=""/images/solution-image/arithmetic-ability/clock/1497526956-a-watch-which-gains-5-seconds-in-3-minutes-was-set-right-at-7-am-in-the-afternoon-of-the-same-day-when-the-watch-indicated-quarter-past-4-oclock-18469.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",NULL,1,,,"<div>A watch which gains 5 seconds in 3 minutes was set right at 7 a.m. In the afternoon of the same day, when the watch indicated quarter past 4 o'clock, the true time is:
</div>","<br> <img src=""/images/solution-image/arithmetic-ability/clock/1497526956-a-watch-which-gains-5-seconds-in-3-minutes-was-set-right-at-7-am-in-the-afternoon-of-the-same-day-when-the-watch-indicated-quarter-past-4-oclock-18469.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",4 p.m.
{topic_id:1520|topic:Clock|section:-|page:1|question:5. },1001,1520,Clock,1001GDVG8ZCN1G1520,radio,"<div>How much does a watch lose per day, if its hands coincide every 64 minutes?</div>",,0,4,"[{""option_value"": ""32 <sup>8</sup>/<sub>11</sub> min."", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""36 <sup>5</sup>/<sub>11</sub> min."", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""90 min."", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""96 min."", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,1,5,60,easy,,"<br> <img src=""/images/solution-image/arithmetic-ability/clock/1497530078-how-much-does-a-watch-lose-per-day-if-its-hands-coincide-every-64-minutes-18470.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",NULL,1,,,"<div>How much does a watch lose per day, if its hands coincide every 64 minutes?</div>","<br> <img src=""/images/solution-image/arithmetic-ability/clock/1497530078-how-much-does-a-watch-lose-per-day-if-its-hands-coincide-every-64-minutes-18470.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",32 <sup>8</sup>/<sub>11</sub> min.
{topic_id:1520|topic:Clock|section:-|page:2|question:6. },1001,1520,Clock,1001W5WBXJI1F91520,radio,"<div>At what time between 7 and 8 o'clock will the hands of a clock be in the same straight line but, not together?</div>",,0,4,"[{""option_value"": ""5 min. past 7"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""5 <sup>2</sup>/<sub>11</sub> min. past 7"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""5 <sup>3</sup>/<sub>11</sub> min. past 7"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""5 <sup>5</sup>/<sub>11</sub> min. past 7"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,4,5,60,easy,,"When the hands of the clock are in the same straight line but not together, they are 30 minute spaces apart.<br>
At 7 o'clock, they are 25 min. spaces apart.<br>
∴ Minute hand will have to gain only 5 min. spaces.<br>
55 min. spaces are gained in 60 min.<br>
5 min. spaces are gained in<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497530302-at-what-time-between-7-and-8-oclock-will-the-hands-of-a-clock-be-in-the-same-straight-line-but-not-together-18471.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image""><br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497530356-at-what-time-between-7-and-8-oclock-will-the-hands-of-a-clock-be-in-the-same-straight-line-but-not-together-2-18471.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",NULL,1,,,"<div>At what time between 7 and 8 o'clock will the hands of a clock be in the same straight line but, not together?</div>","When the hands of the clock are in the same straight line but not together, they are 30 minute spaces apart.<br>
At 7 o'clock, they are 25 min. spaces apart.<br>
∴ Minute hand will have to gain only 5 min. spaces.<br>
55 min. spaces are gained in 60 min.<br>
5 min. spaces are gained in<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497530302-at-what-time-between-7-and-8-oclock-will-the-hands-of-a-clock-be-in-the-same-straight-line-but-not-together-18471.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image""><br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497530356-at-what-time-between-7-and-8-oclock-will-the-hands-of-a-clock-be-in-the-same-straight-line-but-not-together-2-18471.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",5 <sup>5</sup>/<sub>11</sub> min. past 7
{topic_id:1520|topic:Clock|section:-|page:2|question:7. },1001,1520,Clock,1001W53M9WR5B71520,radio,"<div>At what time between 5.30 and 6 will the hands of a clock be at right angles?
</div>",,0,4,"[{""option_value"": ""43 <sup>5</sup>/<sub>11</sub> min. past 5"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""43 <sup>7</sup>/<sub>11</sub> min. past 5"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""40 min. past 5"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""45 min. past 5"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,2,5,60,easy,,"At 5 o'clock, the hands are 25 min. spaces apart.<br>
To be at right angles and that too between 5.30 and 6, the minute hand has to gain (25 + 15) = 40 min. spaces.<br>
55 min. spaces are gained in 60 min.<br>
40 min. spaces are gained in<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497530555-at-what-time-between-530-and-6-will-the-hands-of-a-clock-be-at-right-angles-18472.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image""><br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497530595-at-what-time-between-530-and-6-will-the-hands-of-a-clock-be-at-right-angles-2-18472.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",NULL,1,,,"<div>At what time between 5.30 and 6 will the hands of a clock be at right angles?
</div>","At 5 o'clock, the hands are 25 min. spaces apart.<br>
To be at right angles and that too between 5.30 and 6, the minute hand has to gain (25 + 15) = 40 min. spaces.<br>
55 min. spaces are gained in 60 min.<br>
40 min. spaces are gained in<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497530555-at-what-time-between-530-and-6-will-the-hands-of-a-clock-be-at-right-angles-18472.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image""><br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497530595-at-what-time-between-530-and-6-will-the-hands-of-a-clock-be-at-right-angles-2-18472.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",43 <sup>7</sup>/<sub>11</sub> min. past 5
{topic_id:1520|topic:Clock|section:-|page:2|question:8. },1001,1520,Clock,1001DVT7HQGCHT1520,radio,"<div>The angle between the minute hand and the hour hand of a clock when the time is 4.20, is:
</div>",,0,4,"[{""option_value"": ""0º"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""10º"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""5º"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""20º"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,2,5,60,easy,,"<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497530684-the-angle-between-the-minute-hand-and-the-hour-hand-of-a-clock-when-the-time-is-420-is-18473.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",NULL,1,,,"<div>The angle between the minute hand and the hour hand of a clock when the time is 4.20, is:
</div>","<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497530684-the-angle-between-the-minute-hand-and-the-hour-hand-of-a-clock-when-the-time-is-420-is-18473.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",10º
{topic_id:1520|topic:Clock|section:-|page:2|question:9. },1001,1520,Clock,1001TYR34XHVPH1520,radio,"<div>At what angle the hands of a clock are inclined at 15 minutes past 5?
</div>",,0,4,"[{""option_value"": ""58 <sup>1º</sup>/<sub>2</sub>"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""64º"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""67 <sup>1º</sup>/<sub>2</sub>"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""72 <sup>1º</sup>/<sub>2</sub>"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,3,5,60,easy,,"<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497530822-at-what-angle-the-hands-of-a-clock-are-inclined-at-15-minutes-past-5-18474.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",NULL,1,,,"<div>At what angle the hands of a clock are inclined at 15 minutes past 5?
</div>","<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497530822-at-what-angle-the-hands-of-a-clock-are-inclined-at-15-minutes-past-5-18474.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",67 <sup>1º</sup>/<sub>2</sub>
